id_transaction;date;id_produit;id_magasin;id_client;quantite;prix_unitaire
2877;2026-01-23;P018;M14;C403;1;3450
2899;2026-01-23;P019;M07;C643;1;1250
2907;2026-01-23;P001;M11;C583;3;2450
2961;2026-01-23;P019;M11;C565;3;1150
2971;2026-01-23;P005;M09;C378;4;4600
3066;2026-01-23;P028;M20;C556;1;11500
3521;2026-01-23;P027;M20;C356;1;1750
3734;2026-01-23;P034;M20;C546;1;34850
3739;2026-01-23;P002;M13;C402;3;10950
3845;2026-01-23;P019;M13;C714;2;1200
1012;2026-01-24;P001;M06;C452;3;2500
1082;2026-01-24;P027;M12;C344;1;1850
1098;2026-01-24;P027;M10;C788;6;1850
1115;2026-01-24;P025;M08;C315;5;3600
1122;2026-01-24;P013;M03;C499;1;3000
1294;2026-01-24;P048;M20;C636;1;1450
1514;2026-01-24;P004;M02;C534;1;2250
1516;2026-01-24;P049;M06;C365;3;3050
1693;2026-01-24;P017;M08;C720;1;2400
1694;2026-01-24;P016;M01;C556;1;7750
1850;2026-01-24;P026;M01;C375;6;8050
1956;2026-01-24;P016;M02;C694;1;7500
2057;2026-01-24;P008;M02;C458;3;3950
2202;2026-01-24;P017;M01;C746;6;2400
2230;2026-01-24;P006;M15;C715;1;21550
2344;2026-01-24;P005;M19;C623;1;4550
2351;2026-01-24;P008;M09;C472;1;3750
2378;2026-01-24;P017;M18;C391;2;2350
2394;2026-01-24;P027;M03;C642;2;1850
2412;2026-01-24;P018;M03;C571;1;3550
2509;2026-01-24;P013;M02;C637;1;2950
2592;2026-01-24;P038;M19;C580;2;536800
2796;2026-01-24;P011;M11;C311;3;2150
2829;2026-01-24;P016;M06;C499;2;7650
2906;2026-01-24;P027;M12;C426;3;1750
2972;2026-01-24;P013;M20;C703;2;2900
2983;2026-01-24;P030;M06;C664;3;6800
3035;2026-01-24;P031;M04;C739;1;8150
3420;2026-01-24;P001;M17;C789;1;2450
3531;2026-01-24;P020;M05;C365;1;8300
3888;2026-01-24;P033;M06;C449;1;43000
3945;2026-01-24;P001;M18;C443;6;2600
1011;2026-01-25;P037;M06;C675;1;248950
1035;2026-01-25;P047;M14;C358;3;20950
1051;2026-01-25;P048;M02;C687;1;1500
1405;2026-01-25;P011;M08;C616;3;2150
1471;2026-01-25;P019;M04;C677;1;1150
1548;2026-01-25;P020;M05;C621;2;8900
1760;2026-01-25;P003;M09;C349;4;1800
1762;2026-01-25;P003;M03;C733;2;1900
1901;2026-01-25;P001;M17;C459;2;2500
1935;2026-01-25;P048;M18;C437;2;1450
1984;2026-01-25;P042;M04;C633;1;15450
2183;2026-01-25;P027;M02;C791;3;1850
2242;2026-01-25;P001;M11;C783;1;2600
2358;2026-01-25;P016;M14;C757;4;7800
2421;2026-01-25;P008;M02;C486;4;3850
2850;2026-01-25;P021;M20;C616;4;2200
2963;2026-01-25;P006;M02;C560;1;20700
3179;2026-01-25;P007;M03;C654;2;3150
3248;2026-01-25;P007;M08;C301;1;3350
3373;2026-01-25;P010;M09;C306;1;4300
3405;2026-01-25;P034;M20;C722;1;36750
3454;2026-01-25;P001;M06;C641;2;2600
3516;2026-01-25;P005;M03;C678;1;4300
3614;2026-01-25;P003;M19;C714;1;1850
3628;2026-01-25;P033;M07;C377;3;43850
3774;2026-01-25;P017;M06;C575;1;2300
1149;2026-01-26;P050;M20;C752;1;18250
1187;2026-01-26;P009;M17;C679;2;2850
1622;2026-01-26;P001;M16;C307;4;2500
1640;2026-01-26;P027;M05;C335;2;1750
1652;2026-01-26;P045;M08;C313;5;8750
1767;2026-01-26;P031;M20;C418;1;8200
2229;2026-01-26;P019;M09;C357;4;1200
2343;2026-01-26;P018;M17;C353;2;3550
2474;2026-01-26;P042;M20;C480;5;16750
2595;2026-01-26;P018;M06;C642;2;3350
2780;2026-01-26;P017;M09;C303;1;2400
2819;2026-01-26;P044;M06;C342;4;8700
2838;2026-01-26;P019;M11;C747;1;1200
2903;2026-01-26;P013;M01;C621;1;2900
2941;2026-01-26;P027;M13;C431;6;1800
3067;2026-01-26;P007;M20;C625;2;3050
3486;2026-01-26;P042;M03;C500;4;15750
3765;2026-01-26;P018;M12;C677;1;3500
3804;2026-01-26;P036;M03;C661;1;82400
3944;2026-01-26;P030;M20;C535;2;6700
1050;2026-01-27;P043;M06;C790;1;3650
1099;2026-01-27;P017;M06;C655;4;2300
1343;2026-01-27;P025;M08;C475;1;3450
1428;2026-01-27;P022;M12;C511;1;3600
1523;2026-01-27;P018;M13;C460;1;3650
2008;2026-01-27;P045;M03;C450;3;8700
2133;2026-01-27;P007;M04;C742;1;3100
2148;2026-01-27;P017;M19;C316;2;2350
2266;2026-01-27;P041;M20;C416;1;18350
2354;2026-01-27;P022;M02;C355;3;3650
2587;2026-01-27;P019;M10;C796;1;1200
2645;2026-01-27;P045;M19;C567;3;8250
2646;2026-01-27;P003;M14;C704;10;1750
2747;2026-01-27;P043;M09;C428;2;3350
2770;2026-01-27;P005;M17;C411;4;4300
2909;2026-01-27;P007;M11;C598;1;3200
3031;2026-01-27;P021;M20;C632;2;2150
3223;2026-01-27;P007;M09;C479;2;3250
3270;2026-01-27;P010;M11;C771;2;4100
3318;2026-01-27;P023;M11;C473;2;9200
3484;2026-01-27;P017;M03;C632;4;2450
3506;2026-01-27;P018;M09;C679;3;3350
3572;2026-01-27;P048;M18;C400;1;1550
3722;2026-01-27;P001;M06;C318;2;2500
1145;2026-01-28;P048;M18;C554;4;1450
1426;2026-01-28;P004;M03;C609;1;2250
1470;2026-01-28;P044;M06;C785;6;9200
1547;2026-01-28;P048;M02;C672;1;1450
1579;2026-01-28;P006;M09;C433;2;21100
1744;2026-01-28;P036;M12;C535;4;88750
2043;2026-01-28;P005;M15;C302;1;4350
2179;2026-01-28;P017;M01;C626;2;2450
2418;2026-01-28;P015;M01;C501;3;5800
2464;2026-01-28;P012;M20;C798;6;5600
2512;2026-01-28;P020;M02;C443;6;8700
2533;2026-01-28;P001;M04;C720;2;2450
2569;2026-01-28;P009;M11;C328;1;2800
2797;2026-01-28;P024;M08;C750;1;6350
2822;2026-01-28;P045;M12;C726;1;8450
2867;2026-01-28;P016;M11;C464;2;7700
3058;2026-01-28;P026;M06;C657;1;7950
3091;2026-01-28;P003;M20;C757;1;1750
3172;2026-01-28;P016;M18;C677;1;7300
3335;2026-01-28;P007;M19;C510;2;3250
3589;2026-01-28;P023;M09;C338;1;9250
3705;2026-01-28;P038;M09;C734;1;574800
3740;2026-01-28;P046;M12;C795;4;72650
3742;2026-01-28;P031;M20;C790;2;7700
3991;2026-01-28;P044;M14;C337;1;8600
1033;2026-01-29;P040;M16;C453;3;5000
1045;2026-01-29;P010;M13;C713;1;4100
1128;2026-01-29;P009;M06;C576;3;2750
1219;2026-01-29;P022;M20;C499;4;3750
1279;2026-01-29;P027;M06;C510;4;1800
1291;2026-01-29;P027;M11;C544;3;1850
1344;2026-01-29;P041;M06;C693;2;18200
1467;2026-01-29;P027;M05;C462;1;1800
1543;2026-01-29;P023;M02;C777;3;9900
1735;2026-01-29;P001;M20;C719;1;2550
1890;2026-01-29;P024;M20;C668;1;6400
1970;2026-01-29;P025;M14;C777;2;3500
2093;2026-01-29;P049;M08;C339;1;3150
2256;2026-01-29;P008;M06;C358;3;3650
2282;2026-01-29;P001;M10;C594;3;2500
2304;2026-01-29;P014;M02;C774;2;2800
2536;2026-01-29;P045;M07;C532;2;8800
2642;2026-01-29;P017;M06;C488;1;2450
2677;2026-01-29;P021;M20;C623;2;2200
2873;2026-01-29;P004;M11;C342;3;2200
2981;2026-01-29;P019;M18;C374;1;1150
3008;2026-01-29;P048;M06;C758;3;1500
3044;2026-01-29;P017;M18;C375;1;2300
3392;2026-01-29;P043;M05;C764;1;3400
3577;2026-01-29;P001;M07;C318;6;2550
3819;2026-01-29;P025;M04;C603;1;3500
3931;2026-01-29;P023;M03;C421;3;9250
1073;2026-01-30;P006;M20;C755;1;21150
1152;2026-01-30;P016;M02;C349;2;7150
1253;2026-01-30;P021;M19;C720;6;2200
1310;2026-01-30;P007;M20;C409;2;3250
1322;2026-01-30;P017;M20;C436;1;2400
1427;2026-01-30;P016;M06;C359;2;7500
1472;2026-01-30;P006;M05;C617;3;20700
1517;2026-01-30;P003;M01;C412;1;1750
2082;2026-01-30;P049;M20;C319;5;2950
2377;2026-01-30;P030;M08;C376;1;6750
2697;2026-01-30;P010;M06;C589;2;4100
2719;2026-01-30;P043;M12;C551;1;3600
2895;2026-01-30;P001;M04;C456;1;2400
3220;2026-01-30;P048;M20;C371;1;1500
3350;2026-01-30;P043;M11;C594;3;3550
3644;2026-01-30;P003;M03;C777;3;1750
3917;2026-01-30;P044;M01;C740;3;9400
1164;2026-01-31;P019;M02;C556;1;1200
1192;2026-01-31;P016;M20;C798;3;7850
1196;2026-01-31;P009;M19;C775;3;2900
1218;2026-01-31;P008;M18;C770;3;3900
1367;2026-01-31;P019;M17;C657;3;1150
1381;2026-01-31;P045;M11;C619;1;8300
1512;2026-01-31;P019;M17;C614;3;1250
1526;2026-01-31;P024;M06;C386;2;6400
1592;2026-01-31;P021;M08;C460;1;2300
2097;2026-01-31;P047;M17;C618;1;21850
2182;2026-01-31;P005;M01;C315;1;4700
2315;2026-01-31;P048;M03;C330;1;1450
2480;2026-01-31;P021;M07;C616;4;2250
2539;2026-01-31;P001;M08;C437;3;2400
2864;2026-01-31;P014;M09;C494;4;2950
2879;2026-01-31;P035;M20;C557;4;55800
3119;2026-01-31;P027;M11;C477;2;1900
3152;2026-01-31;P028;M06;C522;1;11800
3266;2026-01-31;P031;M06;C408;1;8050
3334;2026-01-31;P026;M08;C741;1;7900
3414;2026-01-31;P029;M08;C363;3;2100
3443;2026-01-31;P002;M17;C689;6;11500
3810;2026-01-31;P040;M13;C544;1;4750
3814;2026-01-31;P020;M20;C335;2;8750
1083;2026-02-01;P029;M02;C379;3;2000
1202;2026-02-01;P048;M07;C326;1;1550
1465;2026-02-01;P032;M20;C535;5;15250
1572;2026-02-01;P002;M17;C466;2;11200
1662;2026-02-01;P005;M06;C757;2;4450
2066;2026-02-01;P020;M08;C767;1;8550
2680;2026-02-01;P011;M17;C486;1;2050
2736;2026-02-01;P001;M15;C717;3;2550
2843;2026-02-01;P005;M09;C365;2;4600
2851;2026-02-01;P027;M01;C594;3;1800
2916;2026-02-01;P012;M13;C558;2;5400
3134;2026-02-01;P043;M02;C777;2;3500
3160;2026-02-01;P002;M06;C379;1;11100
3389;2026-02-01;P007;M01;C548;6;3150
3478;2026-02-01;P023;M20;C662;2;9400
3612;2026-02-01;P004;M10;C451;2;2100
3773;2026-02-01;P005;M11;C674;1;4350
3795;2026-02-01;P008;M19;C371;1;3950
3860;2026-02-01;P001;M05;C585;2;2500
1312;2026-02-02;P033;M11;C605;3;47250
1401;2026-02-02;P005;M03;C710;1;4550
1446;2026-02-02;P008;M09;C590;1;3750
1589;2026-02-02;P043;M20;C718;6;3650
1975;2026-02-02;P022;M16;C309;3;3650
2088;2026-02-02;P027;M20;C302;2;1900
2290;2026-02-02;P042;M01;C364;1;16000
2331;2026-02-02;P007;M07;C454;5;3150
2439;2026-02-02;P032;M08;C774;1;14450
2502;2026-02-02;P005;M13;C755;6;4600
2507;2026-02-02;P022;M06;C724;6;3950
2613;2026-02-02;P019;M13;C416;1;1150
3019;2026-02-02;P049;M02;C352;2;3050
3232;2026-02-02;P006;M01;C307;1;20400
3255;2026-02-02;P044;M06;C484;2;9150
3432;2026-02-02;P015;M01;C418;6;5700
3488;2026-02-02;P001;M09;C332;4;2550
3495;2026-02-02;P027;M06;C638;1;1800
3497;2026-02-02;P037;M16;C643;4;260800
3598;2026-02-02;P044;M06;C719;2;8950
3653;2026-02-02;P040;M07;C574;1;4800
3925;2026-02-02;P043;M15;C712;2;3550
1200;2026-02-03;P042;M02;C714;4;16300
1251;2026-02-03;P007;M06;C332;3;3100
1264;2026-02-03;P014;M09;C612;1;2900
1413;2026-02-03;P020;M20;C542;1;8650
1559;2026-02-03;P013;M11;C420;1;2950
1903;2026-02-03;P034;M06;C582;4;33850
1938;2026-02-03;P007;M08;C428;3;3150
1978;2026-02-03;P012;M20;C715;1;5350
2120;2026-02-03;P029;M06;C584;1;1950
2138;2026-02-03;P025;M06;C343;2;3450
2309;2026-02-03;P001;M09;C380;1;2550
2396;2026-02-03;P037;M14;C340;4;257200
2625;2026-02-03;P025;M01;C516;1;3400
2685;2026-02-03;P035;M06;C361;2;52700
2830;2026-02-03;P048;M08;C384;2;1500
2952;2026-02-03;P042;M11;C694;2;15700
3169;2026-02-03;P004;M10;C799;1;2150
3227;2026-02-03;P015;M12;C532;2;5700
3345;2026-02-03;P018;M03;C738;2;3550
3464;2026-02-03;P032;M06;C364;1;14500
3471;2026-02-03;P004;M20;C759;1;2250
3543;2026-02-03;P004;M10;C376;2;2200
1068;2026-02-04;P035;M02;C792;2;54500
1130;2026-02-04;P033;M18;C488;3;45200
1141;2026-02-04;P024;M06;C339;5;6300
1650;2026-02-04;P016;M09;C422;4;7400
1717;2026-02-04;P008;M02;C636;2;3850
1771;2026-02-04;P006;M02;C655;1;21150
2303;2026-02-04;P004;M17;C441;1;2100
2376;2026-02-04;P006;M11;C740;1;21550
2424;2026-02-04;P002;M10;C323;3;11050
3013;2026-02-04;P048;M01;C730;1;1550
3312;2026-02-04;P043;M11;C417;5;3450
3332;2026-02-04;P037;M02;C427;1;258650
3337;2026-02-04;P006;M13;C524;2;21600
3469;2026-02-04;P031;M03;C349;2;8350
3475;2026-02-04;P022;M14;C732;2;3700
3688;2026-02-04;P008;M20;C502;1;3800
3746;2026-02-04;P016;M09;C631;3;7450
3811;2026-02-04;P015;M08;C460;2;6300
3822;2026-02-04;P008;M18;C691;1;3750
1170;2026-02-05;P002;M02;C772;4;10650
1410;2026-02-05;P042;M03;C576;3;15500
1590;2026-02-05;P007;M06;C502;1;3250
1632;2026-02-05;P011;M08;C408;2;2150
1659;2026-02-05;P020;M17;C644;1;8200
1660;2026-02-05;P003;M20;C587;1;1800
1706;2026-02-05;P009;M05;C680;1;2700
1816;2026-02-05;P005;M02;C735;3;4500
1911;2026-02-05;P017;M05;C602;2;2300
1913;2026-02-05;P043;M20;C486;1;3500
2084;2026-02-05;P021;M09;C583;3;2150
2087;2026-02-05;P005;M13;C797;2;4600
2128;2026-02-05;P043;M19;C796;2;3550
2188;2026-02-05;P025;M06;C335;2;3650
2264;2026-02-05;P050;M13;C545;1;18250
2296;2026-02-05;P004;M11;C339;1;2200
2342;2026-02-05;P032;M20;C659;4;14600
2399;2026-02-05;P004;M06;C366;1;2150
2500;2026-02-05;P019;M20;C479;3;1200
2562;2026-02-05;P043;M13;C761;10;3650
2649;2026-02-05;P042;M07;C310;1;16600
2663;2026-02-05;P044;M10;C789;1;8600
2710;2026-02-05;P017;M15;C645;3;2450
2741;2026-02-05;P017;M02;C797;2;2450
2783;2026-02-05;P024;M20;C722;3;5900
2794;2026-02-05;P021;M02;C539;3;2200
2891;2026-02-05;P023;M16;C376;1;9500
3043;2026-02-05;P001;M05;C656;1;2600
3239;2026-02-05;P016;M01;C695;1;7150
3349;2026-02-05;P043;M04;C510;2;3450
3434;2026-02-05;P020;M20;C782;2;8450
3514;2026-02-05;P001;M13;C779;2;2450
3548;2026-02-05;P020;M07;C589;2;8200
3787;2026-02-05;P002;M11;C332;3;10950
3920;2026-02-05;P008;M20;C790;1;3750
3973;2026-02-05;P048;M08;C409;1;1550
1186;2026-02-06;P033;M06;C345;1;45250
1394;2026-02-06;P032;M08;C503;1;15500
1443;2026-02-06;P023;M10;C432;3;9200
1513;2026-02-06;P025;M09;C438;4;3450
1929;2026-02-06;P005;M08;C394;1;4450
1954;2026-02-06;P005;M03;C561;2;4650
2031;2026-02-06;P026;M18;C594;3;7950
2157;2026-02-06;P006;M06;C569;1;20100
2270;2026-02-06;P009;M20;C659;1;2900
2392;2026-02-06;P012;M11;C361;5;5400
2395;2026-02-06;P012;M02;C770;1;5500
2426;2026-02-06;P048;M09;C462;3;1550
2469;2026-02-06;P041;M13;C524;3;18250
2548;2026-02-06;P028;M06;C302;2;11500
2639;2026-02-06;P001;M06;C636;10;2600
2715;2026-02-06;P004;M11;C346;4;2300
2839;2026-02-06;P001;M20;C536;5;2450
3086;2026-02-06;P033;M13;C571;1;46500
3103;2026-02-06;P009;M10;C356;1;2850
3121;2026-02-06;P024;M03;C796;1;6150
3191;2026-02-06;P012;M06;C653;1;5700
3376;2026-02-06;P013;M18;C600;2;2900
3490;2026-02-06;P009;M08;C308;3;2800
3621;2026-02-06;P039;M20;C792;3;37650
3728;2026-02-06;P006;M20;C570;4;20400
1137;2026-02-07;P021;M20;C564;3;2300
1296;2026-02-07;P017;M02;C328;2;2500
1365;2026-02-07;P006;M10;C484;1;21650
1372;2026-02-07;P017;M20;C339;1;2300
1396;2026-02-07;P048;M03;C647;6;1550
1611;2026-02-07;P017;M20;C697;2;2500
1773;2026-02-07;P023;M17;C627;5;9950
1860;2026-02-07;P049;M08;C739;4;2850
1872;2026-02-07;P026;M09;C434;4;7850
1973;2026-02-07;P021;M10;C770;1;2100
1988;2026-02-07;P021;M18;C327;1;2150
2265;2026-02-07;P028;M06;C715;4;11800
2273;2026-02-07;P044;M04;C712;3;9200
2433;2026-02-07;P013;M19;C521;3;2850
2473;2026-02-07;P042;M04;C698;1;15950
2573;2026-02-07;P007;M09;C482;3;3100
2742;2026-02-07;P016;M04;C509;2;7550
2801;2026-02-07;P008;M08;C348;2;3800
2929;2026-02-07;P040;M01;C519;1;5150
3028;2026-02-07;P045;M18;C674;5;8450
3341;2026-02-07;P044;M07;C750;1;8950
3410;2026-02-07;P025;M18;C515;1;3600
3440;2026-02-07;P026;M08;C764;3;7750
3459;2026-02-07;P001;M02;C781;6;2450
3611;2026-02-07;P004;M17;C597;6;2150
3650;2026-02-07;P010;M11;C672;4;4300
3674;2026-02-07;P025;M06;C611;3;3450
3881;2026-02-07;P045;M20;C650;3;8800
3911;2026-02-07;P025;M13;C386;1;3500
3964;2026-02-07;P014;M04;C339;3;2800
1287;2026-02-08;P005;M09;C424;4;4700
1315;2026-02-08;P016;M02;C567;2;7350
1507;2026-02-08;P001;M09;C689;1;2600
1525;2026-02-08;P005;M20;C743;10;4600
1598;2026-02-08;P017;M20;C758;3;2450
1651;2026-02-08;P006;M06;C358;1;20750
1809;2026-02-08;P003;M01;C777;1;1800
1905;2026-02-08;P043;M20;C509;3;3650
1919;2026-02-08;P006;M20;C769;1;20850
1977;2026-02-08;P011;M14;C688;2;2150
2023;2026-02-08;P002;M09;C500;3;11250
2206;2026-02-08;P009;M08;C626;4;2700
2210;2026-02-08;P023;M03;C673;1;9200
2248;2026-02-08;P040;M20;C748;5;5000
2284;2026-02-08;P021;M02;C333;4;2250
2521;2026-02-08;P027;M08;C735;5;1850
2912;2026-02-08;P021;M11;C741;3;2300
2925;2026-02-08;P013;M06;C673;3;2950
3381;2026-02-08;P001;M03;C515;2;2500
3390;2026-02-08;P019;M14;C508;2;1150
3431;2026-02-08;P044;M19;C719;5;8750
3880;2026-02-08;P036;M06;C798;1;85700
3998;2026-02-08;P048;M06;C417;10;1500
1223;2026-02-09;P005;M01;C329;1;4400
1501;2026-02-09;P007;M15;C527;1;3250
1700;2026-02-09;P023;M20;C574;2;9750
1814;2026-02-09;P001;M11;C413;1;2500
1914;2026-02-09;P001;M20;C611;3;2400
2211;2026-02-09;P017;M06;C611;1;2400
2314;2026-02-09;P015;M06;C347;1;6100
2436;2026-02-09;P020;M20;C701;2;8850
2535;2026-02-09;P028;M12;C735;5;12000
2577;2026-02-09;P003;M10;C622;1;1800
2651;2026-02-09;P001;M16;C780;2;2400
2746;2026-02-09;P011;M18;C800;2;2000
2900;2026-02-09;P006;M03;C612;3;21600
2973;2026-02-09;P015;M06;C731;1;5850
2995;2026-02-09;P017;M10;C782;4;2300
3138;2026-02-09;P041;M06;C766;5;17650
3277;2026-02-09;P021;M13;C532;2;2150
3550;2026-02-09;P039;M17;C493;2;38850
3613;2026-02-09;P021;M17;C739;1;2150
3629;2026-02-09;P041;M06;C761;1;17150
3872;2026-02-09;P027;M20;C468;1;1750
3892;2026-02-09;P015;M16;C614;1;5750
3986;2026-02-09;P021;M06;C451;2;2150
1233;2026-02-10;P045;M20;C414;1;8600
1259;2026-02-10;P045;M20;C335;2;8150
1301;2026-02-10;P024;M01;C441;3;6000
1377;2026-02-10;P020;M20;C567;2;8150
1407;2026-02-10;P007;M04;C679;1;3250
1479;2026-02-10;P027;M01;C408;1;1800
1495;2026-02-10;P025;M14;C610;1;3550
1552;2026-02-10;P021;M20;C733;3;2150
1566;2026-02-10;P020;M03;C558;1;8650
1585;2026-02-10;P019;M11;C346;2;1150
1635;2026-02-10;P008;M10;C620;1;3750
1646;2026-02-10;P021;M01;C596;3;2250
1715;2026-02-10;P048;M13;C322;2;1450
1808;2026-02-10;P049;M03;C530;1;3000
1949;2026-02-10;P030;M09;C787;4;6250
2056;2026-02-10;P014;M02;C351;1;2900
2289;2026-02-10;P003;M02;C406;1;1850
2307;2026-02-10;P048;M07;C477;3;1550
2400;2026-02-10;P019;M09;C799;3;1200
2505;2026-02-10;P024;M11;C520;1;6000
2510;2026-02-10;P003;M06;C306;1;1850
2528;2026-02-10;P042;M15;C755;5;16550
2550;2026-02-10;P027;M03;C471;1;1850
2711;2026-02-10;P044;M01;C352;3;9400
2712;2026-02-10;P005;M10;C729;1;4650
2800;2026-02-10;P016;M18;C440;1;7800
2858;2026-02-10;P012;M08;C537;2;5700
3049;2026-02-10;P020;M02;C655;4;8200
3088;2026-02-10;P030;M09;C325;1;6800
3176;2026-02-10;P022;M20;C486;2;3900
3202;2026-02-10;P019;M06;C753;4;1200
3296;2026-02-10;P045;M19;C711;3;8250
3395;2026-02-10;P046;M01;C508;1;77350
3573;2026-02-10;P044;M02;C673;1;8750
3660;2026-02-10;P015;M06;C594;6;6150
3873;2026-02-10;P036;M01;C364;3;85950
1024;2026-02-11;P042;M08;C649;2;15550
1228;2026-02-11;P004;M03;C786;2;2200
1616;2026-02-11;P027;M20;C708;3;1750
1641;2026-02-11;P032;M02;C471;3;14750
1654;2026-02-11;P004;M20;C721;2;2300
1673;2026-02-11;P021;M02;C455;2;2200
2047;2026-02-11;P003;M11;C620;1;1800
2185;2026-02-11;P011;M11;C620;2;2050
2251;2026-02-11;P045;M16;C413;3;8700
2608;2026-02-11;P032;M20;C714;3;15650
2696;2026-02-11;P017;M09;C602;3;2350
2824;2026-02-11;P044;M18;C674;2;9350
2922;2026-02-11;P004;M16;C703;1;2150
2968;2026-02-11;P001;M19;C391;1;2500
3010;2026-02-11;P001;M02;C460;3;2500
3042;2026-02-11;P050;M08;C321;1;17550
3070;2026-02-11;P014;M01;C764;1;2900
3085;2026-02-11;P021;M11;C457;3;2200
3188;2026-02-11;P028;M11;C373;6;11700
3198;2026-02-11;P002;M09;C609;6;11450
3308;2026-02-11;P045;M19;C541;1;8500
3338;2026-02-11;P001;M09;C499;2;2600
3399;2026-02-11;P023;M19;C352;3;9100
3485;2026-02-11;P049;M07;C566;2;3050
3619;2026-02-11;P026;M11;C486;5;7900
3651;2026-02-11;P001;M20;C451;10;2500
3693;2026-02-11;P005;M16;C670;2;4700
3713;2026-02-11;P043;M11;C513;2;3600
3743;2026-02-11;P025;M11;C628;2;3450
3778;2026-02-11;P049;M03;C447;1;2950
1047;2026-02-12;P025;M20;C734;2;3450
1072;2026-02-12;P021;M19;C349;5;2300
1106;2026-02-12;P048;M08;C306;1;1450
1114;2026-02-12;P021;M20;C419;2;2250
1236;2026-02-12;P017;M06;C428;1;2450
1244;2026-02-12;P006;M04;C657;5;21100
1379;2026-02-12;P011;M06;C787;2;2150
1587;2026-02-12;P019;M15;C310;1;1200
1733;2026-02-12;P045;M10;C564;3;8700
1787;2026-02-12;P030;M01;C785;1;6750
1790;2026-02-12;P007;M02;C545;3;3300
1811;2026-02-12;P025;M06;C759;6;3450
1957;2026-02-12;P001;M13;C649;1;2400
1960;2026-02-12;P048;M12;C787;6;1500
2094;2026-02-12;P011;M11;C350;2;2000
2114;2026-02-12;P004;M08;C705;2;2300
2401;2026-02-12;P004;M20;C772;2;2150
2448;2026-02-12;P002;M06;C610;3;11000
2585;2026-02-12;P023;M18;C590;1;9500
2621;2026-02-12;P001;M18;C449;1;2600
2789;2026-02-12;P040;M19;C463;1;5200
3233;2026-02-12;P006;M20;C499;2;21450
3282;2026-02-12;P016;M13;C796;1;7750
3633;2026-02-12;P039;M18;C314;1;36300
3712;2026-02-12;P021;M20;C698;1;2200
3748;2026-02-12;P008;M05;C716;2;3950
3751;2026-02-12;P007;M20;C540;5;3300
3807;2026-02-12;P005;M13;C747;2;4600
3846;2026-02-12;P029;M06;C699;2;2100
3889;2026-02-12;P023;M06;C774;3;9100
4000;2026-02-12;P011;M08;C528;3;2200
1146;2026-02-13;P020;M02;C737;1;8500
1299;2026-02-13;P015;M10;C765;1;6300
1346;2026-02-13;P012;M11;C710;2;5400
1356;2026-02-13;P049;M08;C369;2;2900
1463;2026-02-13;P048;M18;C790;2;1450
1675;2026-02-13;P006;M13;C521;2;21600
1750;2026-02-13;P037;M20;C648;1;247550
1801;2026-02-13;P025;M17;C549;3;3550
1844;2026-02-13;P005;M06;C682;1;4650
1891;2026-02-13;P009;M10;C572;1;2800
2016;2026-02-13;P011;M20;C385;1;2100
2150;2026-02-13;P007;M08;C686;3;3150
2200;2026-02-13;P007;M10;C765;10;3350
2496;2026-02-13;P050;M09;C615;1;18200
2534;2026-02-13;P006;M11;C571;1;21050
2691;2026-02-13;P044;M20;C603;1;9100
2890;2026-02-13;P010;M08;C704;1;4100
3185;2026-02-13;P005;M09;C382;6;4400
3311;2026-02-13;P020;M11;C333;1;8300
3590;2026-02-13;P016;M02;C779;3;7150
3715;2026-02-13;P049;M20;C444;1;3000
3801;2026-02-13;P028;M09;C401;2;12000
1028;2026-02-14;P028;M10;C331;1;12500
1043;2026-02-14;P047;M13;C703;3;22050
1079;2026-02-14;P002;M08;C730;2;10550
1111;2026-02-14;P018;M08;C657;1;3500
1136;2026-02-14;P020;M11;C387;3;8350
1190;2026-02-14;P024;M13;C305;1;6500
1661;2026-02-14;P021;M06;C783;1;2250
1799;2026-02-14;P016;M15;C311;1;7350
2069;2026-02-14;P041;M04;C731;1;18000
2165;2026-02-14;P028;M14;C453;4;11850
2339;2026-02-14;P019;M16;C422;4;1150
2520;2026-02-14;P015;M10;C461;1;6000
2631;2026-02-14;P017;M06;C736;1;2500
2675;2026-02-14;P047;M07;C599;3;20950
2802;2026-02-14;P033;M09;C725;4;45600
3032;2026-02-14;P034;M03;C556;1;36250
3072;2026-02-14;P003;M13;C380;2;1800
3146;2026-02-14;P044;M20;C754;1;8900
3263;2026-02-14;P031;M13;C355;2;7800
3477;2026-02-14;P004;M20;C511;1;2300
3649;2026-02-14;P014;M04;C530;3;2800
3762;2026-02-14;P040;M03;C408;2;5200
1217;2026-02-15;P032;M20;C799;1;14500
1309;2026-02-15;P031;M03;C765;2;8350
1393;2026-02-15;P046;M02;C703;2;76400
1404;2026-02-15;P004;M12;C352;1;2150
1424;2026-02-15;P038;M06;C706;2;549000
1716;2026-02-15;P048;M08;C771;1;1500
1781;2026-02-15;P010;M12;C347;3;3900
1838;2026-02-15;P039;M01;C566;3;37150
2078;2026-02-15;P049;M06;C608;1;2950
2081;2026-02-15;P005;M18;C621;3;4400
2312;2026-02-15;P035;M09;C442;2;57500
2438;2026-02-15;P003;M03;C696;10;1800
2457;2026-02-15;P045;M10;C722;3;8100
2570;2026-02-15;P026;M01;C429;4;7500
2682;2026-02-15;P021;M02;C486;2;2250
2720;2026-02-15;P020;M06;C413;5;8150
